1,-0.01,-9.39,0.21
1,-0.00,-9.34,0.27
1,-0.03,-9.40,0.27
1,-0.08,-9.41,0.23
1,-0.01,-9.40,0.23
1,-0.01,-9.39,0.31
1,-0.02,-9.44,0.25
1,-0.06,-9.38,0.27
1,-0.04,-9.39,0.40
1,0.04,-9.38,0.24
1,0.00,-9.40,0.27
1,0.02,-9.44,0.30
1,0.11,-9.42,0.25
1,0.09,-9.45,0.43
1,0.00,-9.55,0.19
1,0.01,-9.40,0.23
1,-0.06,-9.34,0.24
1,-0.08,-9.39,0.25
1,-0.08,-9.36,0.25
1,-0.11,-9.46,0.20
1,-0.14,-9.39,0.24
1,-0.11,-9.38,0.23
1,-0.07,-9.38,0.22
1,-0.03,-9.36,0.22
1,-0.05,-9.39,0.24
1,-0.06,-9.41,0.28
1,0.02,-9.39,0.29
1,0.08,-9.42,0.33
1,0.05,-9.45,0.27
1,0.03,-9.42,0.33
1,0.08,-9.44,0.27
1,-0.01,-9.39,0.34
1,-0.08,-9.37,0.29
1,0.00,-9.34,0.32
1,-0.06,-9.36,0.31
1,-0.05,-9.44,0.29
1,-0.10,-9.35,0.22
1,-0.16,-9.34,0.25
1,-0.13,-9.36,0.15
1,-0.13,-9.40,0.23
1,-0.04,-9.43,0.21
1,-0.08,-9.38,0.26
1,-0.01,-9.39,0.27
1,-0.03,-9.45,0.27
1,0.02,-9.42,0.29
1,0.05,-9.41,0.32
1,0.03,-9.42,0.31
1,0.01,-9.42,0.34
1,0.01,-9.45,0.29
1,0.00,-9.40,0.27
1,-0.03,-9.39,0.29
1,-0.06,-9.39,0.28
1,-0.14,-9.34,0.25
1,-0.11,-9.37,0.23
1,-0.13,-9.32,0.22
1,-0.10,-9.38,0.20
1,-0.13,-9.29,0.20
1,-0.00,-9.28,0.31
1,-0.06,-9.35,0.20
1,0.01,-9.20,0.25
1,0.04,-9.18,0.05
1,-0.03,-9.57,0.37
1,0.05,-9.31,0.42
1,0.06,-9.40,0.41
1,0.01,-9.51,0.27
1,0.00,-9.46,0.29
1,-0.03,-9.26,0.40
1,-0.07,-9.42,0.26
1,-0.11,-9.38,0.23
1,-0.07,-9.30,0.33
1,-0.20,-9.28,0.47
1,-1.32,-9.50,1.69
1,-0.59,-9.75,0.20
1,0.48,-9.63,-0.34
1,0.77,-9.33,-0.50
1,0.78,-9.53,-0.39
1,-0.06,-9.35,0.40
1,-0.00,-9.49,0.29
1,0.05,-9.26,0.27
1,-0.07,-9.42,0.29
1,-0.05,-9.62,0.17
1,-0.04,-9.59,0.23
1,-0.09,-9.30,0.32
1,-0.04,-9.37,0.29
1,-0.09,-9.44,0.28
1,-0.10,-9.33,0.13
1,-0.10,-9.45,0.19
1,-0.11,-9.44,0.23
1,-0.16,-9.34,0.20
1,0.07,-9.29,0.18
1,0.03,-9.47,0.12
1,0.16,-9.96,-0.23
1,-0.03,-9.63,0.08
1,0.50,-9.22,0.10
1,0.36,-9.32,-0.03
1,0.15,-9.51,-0.02
1,-0.04,-9.40,0.12
1,-0.13,-9.31,0.55
1,-0.29,-9.34,0.57
1,-0.41,-9.47,0.54
1,-0.19,-9.27,0.49
1,-0.15,-9.39,0.28
1,-0.07,-9.39,0.17
1,-0.02,-9.39,0.17
1,-0.11,-9.46,0.24
1,-0.03,-9.31,0.23
1,-0.03,-9.42,0.12
1,-0.06,-9.34,0.24
1,-0.07,-9.39,0.27
1,-0.00,-9.34,0.25
1,-0.06,-9.54,0.14
1,0.17,-9.16,0.47
1,0.08,-9.08,0.40
1,0.14,-9.45,0.37
1,-0.11,-9.48,0.35
1,0.11,-8.74,0.45
1,0.33,-9.14,0.50
1,-0.09,-9.40,0.20
1,0.01,-9.46,0.49
1,-0.10,-9.59,0.02
1,-0.14,-9.64,-0.06
1,-0.10,-9.28,0.00
1,-0.12,-9.33,0.32
1,-0.12,-9.29,0.24
1,-0.01,-9.49,0.19
1,-0.03,-9.44,0.25
1,0.00,-9.33,0.29
1,0.03,-9.57,0.18
1,-0.04,-9.50,0.25
1,0.03,-9.20,0.26
1,-0.01,-9.40,0.25
1,0.45,-9.48,-0.12
1,0.26,-9.28,-0.03
1,-0.13,-9.72,0.34
1,-0.84,-10.21,0.17
1,-0.59,-9.36,0.59
1,0.21,-9.28,0.15
1,-0.02,-9.62,0.15
1,-0.12,-9.45,0.08
1,-0.07,-9.32,0.14
1,-0.07,-9.30,0.18
1,0.03,-9.43,0.16
1,-0.11,-9.51,0.25
1,-0.11,-9.48,0.24
1,0.00,-9.44,0.36
1,0.00,-9.35,0.34
1,0.04,-9.53,0.28
1,-0.11,-9.39,0.44
1,-0.08,-9.20,0.55
1,0.01,-9.53,0.27
1,0.06,-9.53,0.25
1,0.07,-9.37,0.25
1,-0.12,-9.31,0.33
1,-0.13,-9.23,0.38
1,-0.04,-9.29,0.30
1,-0.07,-9.69,0.16
1,-0.04,-9.74,0.11
1,-0.15,-9.84,-0.07
1,-0.39,-9.54,-1.15
1,0.66,-10.44,-0.33
1,0.23,-10.07,0.32
1,0.50,-9.68,0.82
1,0.46,-9.66,1.03
1,-0.03,-10.15,0.42
1,0.23,-10.06,0.23
1,0.10,-10.26,0.58
1,0.24,-10.18,1.31
1,0.66,-10.50,1.01
1,0.34,-10.19,0.72
1,0.35,-9.30,0.29
1,0.09,-9.11,0.79
1,0.46,-9.53,0.74
1,0.68,-9.21,1.32
1,0.26,-9.65,1.03
1,0.65,-9.13,0.73
1,0.26,-8.64,1.20
1,0.07,-9.41,0.73
1,0.14,-9.78,0.16
1,-0.27,-9.64,0.46
1,-0.48,-9.62,0.51
1,-0.43,-9.96,0.21
1,-0.33,-9.47,-0.04
1,-0.61,-9.77,-0.46
1,-0.37,-9.74,-0.12
1,-0.43,-9.67,0.20
1,-0.34,-9.40,0.01
1,-0.36,-8.77,-0.33
1,-0.29,-7.76,-0.33
1,-0.08,-6.93,-0.49
1,0.26,-6.39,-0.66
1,0.33,-5.59,-0.60
1,0.81,-4.55,-0.51
1,0.87,-3.62,-1.19
1,0.77,-2.50,-1.70
1,0.68,-1.72,-1.51
1,0.19,-1.08,-0.80
1,-0.23,-0.68,-0.21
1,-0.24,-1.41,-0.58
1,-0.89,-3.83,-1.94
1,-16.91,-24.80,12.46
1,-3.39,15.27,0.35
1,0.48,8.96,17.46
1,-13.36,-39.23,29.46
1,0.62,-3.42,1.18
1,-1.76,-2.15,-0.36
1,1.40,-10.08,-1.28
1,0.30,-9.59,1.13
1,0.38,-9.78,0.84
1,-0.14,-7.32,0.51
1,-0.51,-9.94,0.45
1,-0.28,-10.22,0.14
1,0.20,-9.08,-0.17
1,0.02,-9.96,-0.13
1,-0.17,-10.12,0.79
1,-0.17,-8.15,0.85
1,-0.33,-10.40,0.10
1,-0.23,-9.92,0.27
1,0.19,-8.84,0.49
1,0.02,-8.93,0.68
1,-0.25,-10.37,-0.14
1,-0.14,-9.25,0.14
